Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
171,127,127-Defense Evasion,"After achieving privilege escalation through a UAC bypass by running cmd.exe with elevated privileges to execute a batch file installing the main payload, which ATT&CK tactic most likely occurred to prevent the User Account Control (UAC) pop-up from appearing when moving files to the System32 folder?",Privilege Escalation,Defense Evasion,Resource Development,Initial Access,"Defense Evasion: The threat actor group utilized a UAC bypass module to prevent the User Account Control (UAC) pop-up from appearing when files were moved to the System32 folder, which is a typical defense mechanism in Windows operating systems. The UAC bypass allowed the malware to execute without alerting the user.","Initial Access: The Threat Recon team from NSHC reported on March 28, 2019, that a threat actor group targeted organizations in South Korea, the US, and East Asia with malware distributed via spear phishing emails. The emails contained malicious documents that, when executed, would download a base64-encoded CAB file from a remote site through a script embedded in the document.
Execution: The malware infection method involved a multi-step process using batch files. Initially, a script in a malicious document would download a base64-encoded text file (1.txt), which is then decoded to create and execute a batch file (1.bat). This batch file would then download additional text files (2.txt for 32-bit or 3.txt for 64-bit systems), which are decoded to create a 'setup.cab' file. The CAB file contained a BAT file for executing the main payload, an INI file with the attacker server address, a DLL file for UAC bypass, and the main EXE payload.
Privilege Escalation: The malware used a specific User Access Control (UAC) bypass module to execute the main payload without triggering a UAC pop-up. This was achieved by copying the INI configuration file and the main payload EXE into the System32 folder, which would normally prompt a UAC pop-up for security reasons. The UAC bypass module was created by referencing the open-source UAC-TokenMagic.ps1 on GitHub and involved creating a wusa.exe process with a High Integrity Level, copying its token, and running cmd.exe with elevated privileges to execute the batch file installing the main payload.
Others: The Threat Recon team identified the use of decoy documents in Russian, English, and Korean languages, and the deployment of malware variants BABYFACE and SYSCON as the main payload. The activities of the threat actor group may be related to previously known groups. Indicators of compromise include SHA-256 hashes and IP addresses associated with the attack.",Defense Evasion,Threat Actor Group using UAC Bypass Module to run BAT File,"Defense Evasion, Privilege Escalation, Resource Development, Initial Access"
385,168,168-Command and Control,"After employing DLL Side-Loading for defense evasion techniques and using encrypted data within hta scripts, which ATT&CK tactic most likely occurred as OceanLotus established communication with udt.sophiahoule.com to enable adversary control of the compromised computer?",Defense Evasion,Impact,Command and Control,Initial Access,"Command and Control: The Denis family variant shellcode, once loaded, established C2 communication with udt.sophiahoule.com, allowing the adversary to control the compromised computer.","Initial Access: The OceanLotus APT group targeted a Vietnamese environmentalist using a bait document within a zip archive named in Vietnamese, which contained pictures illustrating environmental issues and an hta script attack sample. The hta script was designed to decrypt and load additional data, utilizing DLL Side-Loading to exploit Adobe Reader and establish a connection to the C2 server.
Execution: The execution process involved an obfuscated hta script that replaced certain characters with '+', '/', '='. The script used the cactusTorch framework to decrypt the Loader module, which then decrypted attached data and executed the decrypted shellcode in memory.
Persistence: The shellcode executed by the Loader was responsible for releasing a file and achieving persistence. It used the RtlDecompressBuffer to extract a PE file from resource data and created an empty docx file under the temp folder to mislead the victim into thinking it was a legitimate document.
Defense Evasion: OceanLotus employed DLL Side-Loading for defense evasion, using legitimate Adobe 3D Utility files and hijacked dlls to load the next stage payload. The attack also involved inserting encrypted data at the end of the hta script, randomly naming released files, and filling the exe entry point with junk code to avoid stack traceback.
Others: The OceanLotus APT group, first exposed by SkyEye Labs in May 2015, has been active since April 2012, targeting various organizations. The RedDrip Team of QiAnXin Threat Intelligence Center monitors OceanLotus activities and provides in-depth analysis. QiAnXin products are currently capable of protecting users from new attacks by OceanLotus.",Command and Control,OceanLotus,"Command and Control, Defense Evasion, Impact, Initial Access"
2026,74,74-Command and Control,"After generating a raw malicious payload in diverse formats during execution, which ATT&CK tactic most likely occurred to manage infected hosts using techniques like Reflective DLL injection?",Command and Control,Discovery,Execution,Privilege Escalation,"Command and Control: Cobalt Strike's C2 server responds with an HTTP 200 OK, containing a very large binary blob known as ""beacon.dll."" This is the core functionality of Cobalt Strike, which will be used to control an infected host. After retrieving the DLL, it is loaded via a technique called Reflective DLL injection.","Initial Access: Cobalt Strike is a paid penetration-testing tool that malicious actors have used to deploy ""Listeners"" on victim machines. Listeners are at the core of Cobalt Strike, allowing adversaries to configure the C2 method used in an attack. Every attack or payload generated in Cobalt Strike requires the targeted user to select a Listener to embed within it, determining how an infected host will reach out to the C2 server to retrieve additional payloads and instructions. Users can configure the payload type, name, C2 server and port, and other options such as named pipes or proxy servers. Listeners designed only to connect infected hosts laterally include the SMB and TCP beacons.
Execution: Cobalt Strike generates raw, malicious payloads that an attacker could implement into other attacks. The payload can be generated as raw shell code or preformatted in almost any language desired, including PowerShell, Python, and Java, among many others. The generated payload can act as a staging payload for the Cobalt beacon, to be plugged into an exploit of the user's choice. The payload is only a bunch of raw bytes and won't just run if a user double-clicked the file. The adversary would have to load the shellcode and jump to the desired entry point.
Others: Cisco Talos has updated its SNORT and ClamAV signatures to detect Cobalt Strike, version 4.0. The research performed resulted in more than 50 signatures between Snort and ClamAV combined, covering over 400 Cobalt Strike samples. The detection is intended to provide robust coverage for Cobalt Strike at its core but is not exhaustive. Large-scale attack frameworks like Cobalt Strike are always evolving.",Command and Control,2020.09.11_Talos_-_The_art_and_science_of_detecting_Cobalt_Strike,"Command and Control, Execution, Privilege Escalation, Discovery"
583,203,203-Initial Access,Which ATT&CK tactic most likely occurred after users were tricked into downloading and executing a ZIP file containing a malicious Windows shortcut from a domain impersonating NK News?,Execution,Initial Access,Collection,Reconnaissance,"Initial Access: On 18 March 2022, a spear-phishing campaign targeting journalists specializing in the Democratic People's Republic of Korea (DPRK) was identified. The campaign involved malicious artifacts sent from the personal email of a former director of South Korea's National Intelligence Service (NIS). One of these artifacts was a new malware sample named GOLDBACKDOOR, which was deployed through a multi-stage process designed to avoid detection by antivirus or endpoint security. The initial access was achieved by tricking users into downloading a ZIP file named 'Kang Min-chol Edits 2.zip' from a domain impersonating NK News and executing a compressed Windows shortcut within it.","Execution: The execution of GOLDBACKDOOR involved a Windows shortcut file named 'Kang Min-chol Edits 2.lnk' that masqueraded as a document and executed a PowerShell script. This script wrote and opened a decoy document before starting the deployment process of GOLDBACKDOOR. The PowerShell script then decoded and executed a second PowerShell script, which downloaded and executed a shellcode payload named Fantasy from Microsoft OneDrive.
Defense Evasion: The deployment of GOLDBACKDOOR was designed to avoid detection by antivirus or endpoint security. The attackers used a multi-stage process and obfuscated PowerShell scripts to deploy the malware. The use of a domain impersonating NK News and the padding of the LNK file with NOP bytes were also part of the evasion techniques.
Command and Control: GOLDBACKDOOR utilized cloud service providers, specifically Microsoft OneDrive and Graph APIs, for receiving actor commands and exfiltrating data. The malware provided attackers with basic remote command execution, file downloading/uploading, keylogging, and the ability to remotely uninstall.
Others: The threat actor APT37, also known as Ricochet Chollima, is assessed with medium-high confidence to be behind the GOLDBACKDOOR malware, based on technical overlaps with the malware BLUELIGHT. The campaign targeted journalists and leveraged impersonation tactics. Stairwell's analysis linked GOLDBACKDOOR to BLUELIGHT through shared development resources and methods. The malware's functionality focused on file collection and keylogging, with a list of file extensions checked by the malware provided in the report. A tracking document was also used by the attackers to gain visibility into when and where the document was opened, indicating sophisticated operational security tradecraft.",Initial Access,Stairwell-threat-report-The-ink-stained-trail-of-GOLDBACKDOOR,"Initial Access, Execution, Collection, Reconnaissance"
1543,362,362-Command and Control,Which ATT&CK tactic most likely occurred after Inception Framework exploited vulnerabilities in RTF files (CVE-2014-1761 and CVE-2012-0158) through spear phishing emails to gain access to victim systems?,Defense Evasion,Persistence,Initial Access,Command and Control,"Command and Control: The Inception Framework's command-and-control infrastructure was cloud-based, leveraging the WebDAV protocol for communication. This allowed the malware to send instructions and receive exfiltrated information from compromised systems via a cloud service provider, CloudMe.com. The malware components followed a plugin model, where new malware relied on previously delivered components to interact with the framework. The attackers used a cloud service to perform target surveying, configuration updates, malware updates, and data exfiltration.","Initial Access: The Inception Framework utilized initial access techniques by embedding malware components within Rich Text Format (RTF) files, exploiting vulnerabilities such as CVE-2014-1761 and CVE-2012-0158 to gain remote access to victims' computers. These documents were distributed via spear phishing emails, targeting individuals such as the CEO of a large Russian bank. The weaponized documents contained two separate exploits, triggering the execution of the malicious payload upon opening.
Others: The Inception Framework demonstrated a high level of operational security, with attackers interacting with their infrastructure through a complex network of router proxies and rented hosts. The attackers' identities remained concealed, with only a few clues left behind, preventing accurate attribution. The framework was highly automated and target-agnostic, capable of adapting to targets globally. The attackers showed interest in various sectors, including embassies, politics, finance, military, and engineering. The malware used for the Inception Framework was sophisticated, with multiple layers of obfuscation and indirection, including the use of polymorphic techniques to evade detection. The attackers also targeted mobile devices with malware disguised as updates for popular messaging applications like WhatsApp and Viber, as well as MMS phishing content tailored to specific mobile operators. The campaign evolved to include targets worldwide, indicating a large-scale operation with potential backing from nation-states or resourceful private entities.",Command and Control,bcs_wp_InceptionReport_EN_v12914,"Command and Control, Initial Access, Persistence, Defense Evasion"
13,101,101-Initial Access,"Which ATT&CK tactic most likely occurred after the attackers used spear-phishing emails and fake blog websites to distribute ""Machete"" malware embedded in disguised PowerPoint presentations?",Initial Access,Persistence,Collection,Reconnaissance,"Initial Access: The malware known as ""Machete"" is distributed through social engineering tactics, including spear-phishing emails and a fake blog website. No evidence suggests the use of exploits targeting zero-day vulnerabilities. The attackers and victims are both Spanish-speaking. The malware is embedded in PowerPoint presentations disguised as Nullsoft Installer self-extracting archives with names such as 'Hermosa XXX.pps.rar', 'Suntzu.rar', 'El arte de la guerra.rar', and 'Hot brazilian XXX.rar'. These files, when opened, install the malware on the target system.","Persistence: On infected machines, ""Machete"" creates a file named 'Java Update.lnk' pointing to 'appdata/Jre6/java.exe' and installs the malware in 'appdata/ MicroDes/'. It also creates a task named 'Microsoft_up'.
Collection: ""Machete"" is capable of logging keystrokes, capturing audio from the computer's microphone, taking screenshots, capturing geolocation data, taking photos from the computer's web camera, copying files to a remote server, copying files to a special USB device if inserted, and hijacking the clipboard to capture information from the target machine.
Others: The campaign, believed to have started in 2010 and renewed in 2012, may still be active. Victims are primarily located in Venezuela, Ecuador, Colombia, Peru, Russia, Cuba, and Spain, and include high-profile targets such as intelligence services, military, embassies, and government institutions. The malware uses Python embedded into Windows executables, which is unusual and suggests ease of coding rather than multi-platform support. Infrastructure for Mac OS X and Unix victims, as well as a mobile (Android) component, were also discovered. Indicators of Compromise include suspicious domains like 'java.serveblog.net', 'agaliarept.com', and others, as well as a known infection artifact 'hxxp://name.domain.org/nickname/set/Signed_Update.jar'. Malicious samples related to this attack are detected by Kaspersky Lab products as Trojan-Spy.Python.Ragua.",Initial Access,El_Machete,"Initial Access, Persistence, Collection, Reconnaissance"
283,149,149-Reconnaissance,Which ATT&CK tactic most likely occurred after cybercriminals leveraged leaked-data search engines like SheYun for intelligence gathering?,Impact,Exfiltration,Resource Development,Reconnaissance,"Reconnaissance: The CTI report details the use of leaked-data search engines for intelligence gathering by cybercriminals. These engines, such as SheYun, provide access to a range of leaked data including bank account credentials and personal information. SheYun also offers a privacy-protection feature to prevent certain data from appearing in search results. Additionally, free search engines and forums like CnSeu are used for trading leaked data, where users can buy and sell using forum coins or credit points.","Resource Development: The report highlights the development and sale of new hardware like PoS and ATM skimmers, which are accompanied by training services for cybercriminals. These skimmers offer a business model that can impact SMBs. The Chinese underground market has expanded to include offerings like social engineering toolkits, which provide comprehensive tools for carrying out social engineering attacks, such as Social Engineering Master.
Others: The report discusses the thriving carding enterprise in the Chinese cybercriminal underground, driven by the growth of noncash transactions. Cybercriminals offer carding devices like PoS and ATM skimmers at reasonable prices. The report also mentions the mass production of skimmers and the availability of tutorials and materials for training in carding techniques. Additionally, the market offerings section provides an updated list of products and services available in the Chinese underground, including app-rank boosting, botnet rental, and various types of skimmers.",Reconnaissance,wp-prototype-nation,"Reconnaissance, Resource Development, Exfiltration, Impact"
570,200,200-Persistence,Which ATT&CK tactic most likely occurred after the execution of the 'NSC Press conference.exe' dropper opened a decoy document and deployed the backdoor to 'C:\users\public\spools.exe'?,Persistence,Lateral Movement,Execution,Credential Access,"Persistence: The backdoor establishes persistence by setting the 'HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows\load' registry key to point to its executable, ensuring it runs when any user logs on.","Initial Access: Check Point Research identified an ongoing spear-phishing campaign targeting the Afghan government, which is part of a long-running activity by the APT group IndigoZebra, targeting Central Asia since at least 2014. The campaign involved sending emails from an employee of the President's Office in Afghanistan to the National Security Council, containing a password-protected RAR archive named 'NSC Press conference.rar'. The archive, when extracted, revealed an executable file 'NSC Press conference.exe', which acted as a dropper.
Execution: Upon execution, the dropper would open the first document on the victim's desktop to reduce suspicion and then proceed to drop and execute the backdoor 'C:\users\public\spools.exe'.
Defense Evasion: To evade detection, the backdoor uses 'stackstrings' obfuscation to hide its persistence and C&C communication mechanisms.
Discovery: Post-infection, the threat actor conducted fingerprinting and reconnaissance, including downloading and executing a NetBIOS scanner tool, using built-in Windows networking utilities, and accessing files on the Desktop.
Command and Control: The backdoor, named BoxCaon, uses Dropbox as a C&C server, leveraging the Dropbox API with a hardcoded bearer access token to download, upload, and execute files. It creates a unique folder for the victim in the attacker-controlled Dropbox account, named after the victim's MAC address, and communicates using clear text commands.
Others: IndigoZebra APT has been active since at least 2014, targeting Central Asian countries with tools like the xCaon backdoor and its variants. The latest variant, BoxCaon, uses Dropbox for C&C communication. The operation focuses on political entities in Kyrgyzstan and Uzbekistan, with infrastructure hosted on ASN 20473 (CHOOPA) since 2019. The actor's campaigns continue to expand with new targets and toolsets. Check Point products block this attack from the initial step.",Persistence,IndigoZebra APT continues to attack Central Asia with evolving tools - Check Point Research,"Persistence, Execution, Credential Access, Lateral Movement"
498,188,188-Initial Access,Which ATT&CK tactic most likely occurred after the Elderwood Project attackers exploited CVE-2012-0779 in spear-phishing emails to compromise the victim’s system and gain entry into the target network?,Initial Access,Command and Control,Execution,Persistence,"Initial Access: The Elderwood Project attackers have been deploying zero-day exploits through spear phishing emails and increasingly through Web injections in watering hole attacks. They have used a variety of zero-day exploits, including CVE-2012-0779, CVE-2012-1875, CVE-2012-1889, and CVE-2012-1535, to gain initial access to their targets. These attacks have been systematically targeting industries such as defense, NGOs, and IT service providers.","Command and Control: The Elderwood Project attackers have established command and control (C&C) servers to control compromised systems. Some of the C&C domains identified include qwby.gownsman.com, wwwcnas.org, gate-usa.com, and several others. These servers are used to retrieve commands from the attackers and maintain control over the victim's computer.
Others: The Elderwood Project, monitored by Symantec, involves a group that has been consistently targeting various industries for the past three years. The group is known for using an unlimited number of zero-day exploits and has been linked to the Hydraq (Aurora) Trojan horse attack on Google in 2009. The attackers have developed an attack platform, termed the 'Elderwood platform,' which allows them to quickly deploy zero-day exploits. The group's systematic approach and reuse of components indicate a high level of technical capability, suggesting the backing of a large criminal organization, nation-state support, or a nation-state itself. The Elderwood gang has been responsible for compromising numerous websites, corporations, and individuals, focusing on the wholesale theft of intellectual property. Symantec has provided various protection measures against these threats, including file-based protection, network-based protection, behavior-based protection, reputation-based protection, and email-based protection.",Initial Access,the-elderwood-project,"Initial Access, Command and Control, Execution, Persistence"
1437,346,346-Command and Control,"After establishing persistence through a malicious VB script and Registry Run key setup, which ATT&CK tactic most likely occurred next when the attackers used DNS and HTTP to communicate with their C2 servers?",Initial Access,Command and Control,Discovery,Persistence,"Command and Control: This group frequently relies on the use of DNS as part of their means to contact the command and control (C2), while the initial contact with hosting servers is done via HTTP. Their initial payloads usually use PowerShell and Visual Basic scripting along with LoLBins to assist in the initial stages of the infection.","Initial Access: Cisco Talos has observed a new campaign targeting Turkish private organizations and governmental institutions. This campaign utilizes malicious PDFs, XLS files, and Windows executables to deploy malicious PowerShell-based downloaders acting as initial footholds into the target's enterprise. The PDF files typically show an error message and ask the user to click on a link to resolve the issue and display the correct format/extension of the document. Once the victim clicks on the download button, the endpoint receives a second stage, which can be either a malicious XLS file or a Windows executable that proceeds with the infection as described earlier.
Persistence: The infection chain instrumented by the VBA macros consist of creating three key artifacts on the infected endpoint: a Registry key for persistence, a malicious VB script intermediate component that the macro sets up for persistence, and a malicious PowerShell-based downloader script. The VB script's persistence is set up by creating a malicious Registry Run for the infected user: HKCU\Software\Microsoft\windows\CurrentVersion\Run | <random>. This campaign relies on the use of a LoLBin to execute the malicious VBScript. In some instances, the attackers make use of a LoLBin DLL called pcwutl.dll, which is part of the operating system, to execute the VBScript on reboot or re-login.",Command and Control,"Cisco Talos Intelligence Group - Comprehensive Threat Intelligence_ Iranian APT MuddyWater targets Turkish users via malicious PDFs, executables","Command and Control, Persistence, Initial Access, Discovery"
967,267,267-Command and Control,"After CosmicStrand achieves durable persistence by modifying firmware images to introduce attacker-supplied code and deploying a malicious component during system startup, which ATT&CK tactic most likely occurred next as it tested internet connectivity and sent crafted packets to its C2 server for payload retrieval?",Impact,Command and Control,Defense Evasion,Credential Access,"Command and Control: CosmicStrand sets up a thread notify routine that gets invoked each time a new thread is created. It waits for a thread in winlogon.exe, then tests internet connectivity and interacts with the Transport Device Interface to generate network traffic. It sends specifically crafted UDP or TCP packets to its C2 server, update.bokts[.]com, to retrieve the final payload.","Defense Evasion: CosmicStrand is a sophisticated UEFI firmware rootkit attributed to an unknown Chinese-speaking threat actor. It is designed to achieve durable persistence and stealth, having been used since at least the end of 2016. The rootkit modifies firmware images of Gigabyte or ASUS motherboards with the H81 chipset, suggesting a common vulnerability. The rootkit is introduced into the CSMCORE DXE driver, redirecting the entry point to attacker-supplied code in the .reloc section, which is executed during system startup. This leads to the download and deployment of a malicious component inside Windows. CosmicStrand also attempts to disable PatchGuard, a Windows kernel security mechanism, to avoid detection.
Others: CosmicStrand was discovered by GReAT and reported on by Qihoo360 in 2017. The infection process involves setting up hooks in the boot manager and Windows kernel loader to deploy a kernel-level implant into Windows systems at boot. The rootkit has been used to control victim machines using user-mode components or other undiscovered variants and C2 servers. Victims have been identified in China, Vietnam, Iran, and Russia, primarily private individuals. Code similarities suggest a link to the MyKings botnet and other Chinese-speaking threat actors. Two C2 servers have been identified, with activity periods indicating intermittent exploitation of victim machines. The discovery raises concerns about the potential use of UEFI attacks and the need for the cybersecurity industry to address this blind spot.",Command and Control,CosmicStrand_ the discovery of a sophisticated UEFI firmware rootkit _ Securelist,"Command and Control, Defense Evasion, Credential Access, Impact"
2158,99,99-Command and Control,Which ATT&CK tactic most likely occurred after the GHOLE malware used a .DLL file with an unconventional export function and manipulated its C&C communication to avoid detection?,Defense Evasion,Command and Control,Exfiltration,Credential Access,"Command and Control: GHOLE malware communicated directly with C&C servers using hard-coded IP addresses. The malware sent GET requests to the server with a specific pattern, and other communication patterns were identified as indicators of compromise. The CWoolger keylogger would upload keystroke logs to the C&C server at specific intervals if the log file exceeded 3,000 bytes.","Initial Access: The Rocket Kitten group utilized spear-phishing emails as the initial access vector to penetrate target systems. The emails contained attachments with malicious macros or links leading to Microsoft OneDrive where malicious files were hosted. Notably, a file named 'Iran's Missiles Program.ppt.exe' was stored on OneDrive to bypass email detection. This executable, disguised with a PowerPoint icon, would drop a nonmalicious decoy PowerPoint file while silently infecting the system with the CWoolger keylogger.
Defense Evasion: The GHOLE malware campaign employed a .DLL file with an export function named 'function' instead of 'gholee' to evade detection. The malware also used hard-coded IP addresses for C&C communication, avoiding domain names to bypass network defenses. Additionally, the CWoolger keylogger created a mutex called 'woolger' and a VBScript named 'wsc.vbs' to establish persistence mechanisms, such as a startup folder entry with a Notepad icon.
Others: The Rocket Kitten group's campaigns targeted various organizations, including defense, IT, government, and academic entities, primarily in Israel and Europe. The GHOLE malware is a modified version of the CORE IMPACT penetration-testing tool. Metadata analysis of malicious files revealed authors such as Wool3n.H4t, aikido1, and Hoffman. Wool3n.H4t, who is likely part of the threat actor group, was also found to be a malware developer responsible for the CWoolger keylogger. The group's activities suggest a state-sponsored campaign with interests aligned with the Islamic Republic of Iran.",Command and Control,wp-operation-woolen-goldfish,"Command and Control, Defense Evasion, Credential Access, Exfiltration"
1354,333,333-Credential Access,"After UNC1151 registered credential theft domains to spoof legitimate websites targeting various entities, which ATT&CK tactic most likely followed their actions to deceive victims and steal credentials using phishing emails?",Lateral Movement,Exfiltration,Credential Access,Initial Access,"Credential Access: UNC1151 has used credential harvesting domains to spoof legitimate webmail providers, generic login pages, and the legitimate websites of their targets. These domains are sent to victims via phishing emails. The group has improved its technical skills over time, shifting from using Freenom to Cloudflare services, possibly indicating increased resources. UNC1151 has used a proprietary suite of malware, including HIDDENVALUE and HALFSHELL, and has infrequently been observed using open source or publicly available tools. They have yet to be seen conducting post-compromise activity.","Initial Access: Since at least 2016, UNC1151 has registered credential theft domains that spoof legitimate websites to steal victim credentials. The group has targeted a variety of entities, focusing on Eastern Europe, particularly Ukraine, Lithuania, Latvia, Poland, and Germany, as well as Belarusian dissidents, media, and journalists. UNC1151 has also conducted malware-based intrusions, with significant activities against Ukrainian government entities and some targeting of Lithuania and Poland. They have not targeted Russian or Belarusian state entities but have spear-phished intergovernmental organizations dealing with former-Soviet states.
Others: Mandiant Threat Intelligence assesses with high confidence that UNC1151 is linked to the Belarusian government and possibly the Belarusian military, based on technical and geopolitical indicators. The group's cyber espionage activities align with Belarusian government interests, focusing on obtaining confidential information without monetization efforts. UNC1151's operations have evolved with contiguous TTPs since 2017, suggesting the maturation of a single organization. Ghostwriter information operations, assessed to be supported by Belarus, have shifted focus since mid-2020 to align more closely with Belarusian interests, particularly following the disputed 2020 Belarusian elections. The operations have targeted narratives critical of NATO and neighboring governments, especially Lithuania and Poland. The sources of written content for Ghostwriter operations and the malware used by UNC1151 remain uncertain, with the possibility of involvement from additional organizations or countries. Mandiant has not found direct evidence of Russian government involvement in UNC1151 or Ghostwriter operations, despite some TTP overlaps and consistency with Russian goals.",Credential Access,UNC1151_Assessed-with-High-Confidence-to-have-Links-to-Belarus_Mandiant,"Credential Access, Initial Access, Exfiltration, Lateral Movement"
659,215,215-Command and Control,Which ATT&CK tactic most likely occurred after the attackers moved their C&C domains to new IP addresses and released a new version of the malware while attempting to evade detection?,Resource Development,Defense Evasion,Reconnaissance,Command and Control,"Command and Control: The security firm Palo Alto Networks initially managed to take control of all but one of the C&C domains used by the attackers, preventing the group from stealing information from most victims. After publishing its report on Infy, Palo Alto Networks worked with entities hosting the threat actor's C&C infrastructure to take control of their domains. However, the attackers attempted to revive the campaign using the remaining C&C domains they controlled. Eventually, all domains were sinkholed, completely shutting down the campaign.","Defense Evasion: Following the disclosure, the attackers moved their C&C domains to new IP addresses and released a new version of the malware, which no longer records videos but continues to steal files. The new version also checks for the presence of antivirus products from Kaspersky, Trend Micro, and Avast. Despite the encoding technique and key used by the attackers remaining unchanged, experts believe the threat group was unaware of the security firm's report.
Others: Researchers at Palo Alto Networks disrupted an Iran-linked cyberespionage campaign targeting global governments and businesses. The malware, 'Infy,' had been used in espionage since at least 2007 and remained undetected due to highly targeted attacks. Over 450 malware agents were found on 326 systems across 35 countries, with many victims being Iranian citizens. More than 40 variants of Infy exist, with two major versions: the original Infy and the more sophisticated Infy M, the latter mainly targeting high-value individuals. Despite the disruption, researchers anticipate the threat actor's return.",Command and Control,ref_researchers-disrupt-iranian-cyberespionage-campaign,"Command and Control, Defense Evasion, Resource Development, Reconnaissance"
1602,373,373-Command and Control,"After the NetTraveler malware ensured its persistence by registering ""WINDOWSUPDATANEY.DLL"" as a service named ""Windowsupdata,"" which ATT&CK tactic most likely occurred to enable communication with domains like ""ssdcru[.]com"" and ""uygurinfo[.]com""?",Discovery,Defense Evasion,Command and Control,Execution,"Command and Control: The malware communicates with C&C servers such as ""ssdcru[.]com"", ""uygurinfo[.]com"", ""samedone[.]com"", ""gobackto[.]net"", ""worksware[.]net"", ""jojomic[.]com"", ""angellost[.]net"", and ""husden[.]com"". The IP locations and registrars for these domains are provided, with recommendations to block these hosts in firewalls.","Initial Access: Earlier this year, an uptick in attacks against Uyghur and Tibetan supporters was observed, utilizing an updated version of the NetTraveler backdoor. A targeted spear-phishing email directed at Uyghur activists in March 2014 contained two attachments: a non-malicious JPG file and a malicious Microsoft Word .DOC file named ""Sabiq sot xadimi gulnar abletning qeyin-Qistaqta olgenlikiashkarilanmaqta.doc"" with an MD5 hash of b2385963d3afece16bd7478b4cf290ce and a size of 381,667 bytes. The .DOC file exploited the CVE-2012-0158 vulnerability, detected as Exploit.MSWord.CVE-2012-0158.db, to drop the main module ""net.exe"", which installs other files including the main C&C module into ""%SystemRoot%\system32\Windowsupdataney.dll"".
Persistence: The malware installs a main C&C module, ""WINDOWSUPDATANEY.DLL"" with an MD5 hash of c13c79ad874215cfec8d318468e3d116 and a size of 37,888 bytes, by registering it as a service named ""Windowsupdata"" through a Windows Batch file ""DOT.BAT"", detected as Trojan.BAT.Tiny.b. The malware ensures it isn't running multiple times by using mutexes such as ""SD_2013 Is Running!"" and others like ""Boat-12 Is Running!"", ""DocHunter2012 Is Running!"", and ""NetTravler Is Running!"".
Defense Evasion: The malware uses a simple encryption scheme to hide its configuration, which is stored in the ""SYSTEM"" folder. The encryption can be decrypted with the algorithm provided, revealing the C&C server ""uyghurinfo[.]com"" among others.
Others: The NetTraveler APT, active for 10 years, targets various sectors with a focus on diplomatic, government, and military targets. Recent interests include space exploration, nano-technology, energy production, nuclear power, lasers, medicine, and communications. The targeting of Uyghur and Tibetan activists is a consistent aspect of their activities.",Command and Control,NetTraveler_Makeover_10th_Birthday,"Command and Control, Defense Evasion, Discovery, Execution"
1884,50,50-Command and Control,"After the Shellbot gathers information about the infected host's processor details and monitoring tools, which ATT&CK tactic most likely occurred next, maintaining communication through an IRC channel to send commands and execute malicious activities?",Lateral Movement,Execution,Discovery,Command and Control,"Command and Control: The Shellbot establishes C&C communication immediately after infection and maintains it. The IRC channel is used to send various commands to the host, including commands for port scanning, DDoS attacks, file downloads, and obtaining information about other machines.","Initial Access: The Outlaw hacking group, using the Perl-based Shellbot, compromised an FTP server of a Japanese art institution and a Bangladeshi government site by exploiting a vulnerability on Dovecot mail server. They then linked two compromised servers to a high availability cluster to host an IRC bouncer for command and control.
Execution: The Shellbot, written in Perl, is distributed by exploiting a command injection vulnerability on IoT devices and Linux servers. It can also affect Windows environments and Android devices. The botnet was previously spread via the Shellshock vulnerability but now is mostly distributed via brute-forced or compromised hosts.
Persistence: Once installed, the Shellbot communicates persistently with the C&C servers via IRC. Restarting the infected machine does not revert the changes done to the system.
Defense Evasion: The Shellbot assigns hardcoded process names to hide from system admins, security monitoring, and researchers. It also uses PING/PONG communication to keep the IRC channel open and avoid disconnection.
Discovery: The Shellbot gathers information about the infected host, such as the number of processor cores, type of processor, and whether monitoring tools like Splunk or antivirus solutions are installed.
Others: The Outlaw group's operation involves targeting organizations for cybercriminal purposes using DoS and SSH brute force attacks. The group operates mostly during business hours, suggesting a daily operation schedule. Security measures recommended include proper SSH setup, CLI command monitoring, non-DNS traffic monitoring, account creation detection, FTP usage restriction, Dovecot mail server vulnerability patching, and maintaining contact for security compromise reporting. Trend Micro's XGen security provides protection against such threats.",Command and Control,Perl-Based Shellbot Looks to Target Organizations via C&C - TrendLabs Security Intelligence Blog,"Command and Control, Discovery, Execution, Lateral Movement"
