Question ID,AttackSeq ID,Batch ID,Question,Key Points,Context,Ground Truth,Source
2405,395,395-Exfiltration-T1041-Exfiltration Over C2 Channel,"After the EVILNUM agent stages collected data for exfiltration and communicates with the command and control server to register and receive tasks, is it likely that the agent will exfiltrate data over the C2 channel by uploading harvested cookies and downloading files from the C2?","Exfiltration: The agent exfiltrates data over the command and control channel, including uploading harvested cookies and downloading files from the C2.","Initial Access: Prevailion's Tailored Intelligence Team has detected two new criminal campaigns targeting the global financial industry with the EVILNUM malware, which began with a victim being enticed to follow a link to a file hosted on a widely-used cloud provider. The link led to a compressed folder containing trojanized files disguised as typical business interactions, part of 'Know Your Customer' banking procedures. These files used images of credit cards, driver's licenses, passports, and utility bills as decoys while executing a headless Javascript agent.
Execution: The EVILNUM malware, once executed, downloads a compressed folder with trojanized files that masquerade as PDFs and JPEGs. These files, when opened, display decoy images while running a script in the background. The script, written in Phantom for Windows OS, includes a function named 'DeleteLeftovers' to remove attack artifacts. The agent can upload and download files, run commands, steal cookies, access protected data, and is designed to persist through reboots by adding a registry key.
Persistence: The EVILNUM agent ensures persistence through reboots by adding a registry key. The registry key location is modified based on the antivirus product detected on the host machine. If BitDefender or Avast is detected, the registry key is created at HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\. Otherwise, it is created at HKEY_CURRENT_USER\Software\Microsoft\Windows NT\CurrentVersion\Windows. The key runs a shortcut file that maps to the core agent script.
Defense Evasion: The EVILNUM malware uses various techniques to evade detection, including timestomping, modifying registry keys, and using hidden windows. It also includes logic to adapt its actions based on the antivirus products detected on the host machine. The malware removes artifacts of its presence and uses a one-way communication method to obtain the C2 address, making it elusive.
Credential Access: The EVILNUM agent has the capability to steal web session cookies, allowing it to access other protected data on the infected machine.
Collection: The agent collects data from the local system and stages it for exfiltration. It is capable of retrieving subsequent payloads, indicating it likely serves as a first stage agent.
Command and Control: The agent communicates with a C2 server by sending a GET request to check.php and registers with the C2 to obtain a unique identifier. It periodically checks web pages every 50 hours for one-way communications containing the C2 node address. The C2 responds with tasks for the agent to execute.
Others: Prevailion has shared findings with Cyber Threat Alliance members to deploy protections and disrupt malicious cyber actors. Recommendations include disabling Microsoft shortcut files on high-risk machines, segmenting them within the network, and monitoring network logs for abnormal connections to IP addresses associated with virtual private servers.",Yes,Prevailion Blog_ Phantom in the Command Shell
1822,328,328-Command and Control-T1071-Application Layer Protocol,"After AURORA PANDA leverages exploit code for CVE-2014-0322 to infect victims with ZxShell malware during initial access through a strategic web compromise (SWC) on a U.S. organization’s website, is it likely that victim exploitation will use Sakula malware to communicate with a command-and-control (C2) infrastructure at oa[.]ameteksen[.]com for command and control?","Command and Control: Victim exploitation occurred in the same manner as in the VFW activity, but the payload was different. Instead of ZxShell malware connecting to AURORA PANDA-related infrastructure, it was a malware variant known as Sakula connecting to command-and-control (C2) infrastructure at oa[.]ameteksen[.]com.","Initial Access: Two weeks ago, news broke about strategic web compromise (SWC) activity on the website for the U.S. organization, Veterans of Foreign Wars (VFW). This activity leveraged exploit code for a zero-day vulnerability now identified as CVE-2014-0322 and ultimately infected victims with ZxShell malware. CrowdStrike Intelligence attributed this attack to the AURORA PANDA adversary; however, the discovery of additional indicators revealed that another adversary was leveraging the same vulnerability to carry out targeted attacks nearly a month before the VFW attack occurred. This other activity appears to be focused on French aerospace and shares similarities with a 2012 SWC campaign affecting the website of U.S.-based turbine manufacturer, Capstone Turbine.
Others: CrowdStrike Intelligence became aware of this additional activity after learning of a malicious iframe located at savmpet[.]com. The iframe redirected visitors to gifas[.]assso[.]net, which was hosting exploit code in two files (include.html and Tope.swf) as well as a malicious payload (Erido.jpg). The content of the page was taken from the website of the French aerospace industries association, Groupement des industries franaises aronautiques et spatiales (GIFAS). The 17 January 2014 date on both the webpage and the page source shows that it was created nearly a month before the VFW attack occurred. First is the IP address 173.252.252.204, which hosted both savmpet[.]com and gifas[.]assso[.]net. Several other domains were also pointed at this IP during the same timeframe, including two that contained the same content and malicious iframe as savmpet[.]com, secure[.]safran-group[.]com, and icbcqsz[.]com. Of particular interest was secure[.]safran-group[.]com. Safran is a France-based aerospace and defense company with a focus on the design and production of aircraft engines and equipment. The company owns the safran-group[.]com domain, and the fact that one of its subdomains was pointed at a malicious IP address suggests that the adversary compromised Safran's DNS. The Sakula malware used in this attack contained an unusual and interesting component that further indicates a focus on French aerospace. As part of the infection process, it added a number of domains to the ""host's"" file of victim machines. The snecma[.]fr domain belongs to the Safran subsidiary, Snecma, that designs and builds engines for civilian and military aircraft, and spacecraft. The domains listed appear to provide remote access to the company's employees and possibly third-party contractors. The purpose of this component is unclear. It does not map these domains to malicious IP addresses because the 217.108.170.0/24 range belongs to the company, which means it is not meant to send victims directly to adversary infrastructure for credential collection. One possibility is that it was meant to make the malware appear more legitimate. It has also been hypothesized that this was done to ensure DNS connectivity to these particular domains; however, it seems unlikely that victims would suffer significant DNS connectivity issues, which means that adding this component to the malware for that purpose would be somewhat superfluous. It should be noted that no victim logs related to this attack were discovered, so it is unclear who the actual targets and victims were. Having the secure[.]safran-group[.]com domain pointed at a malicious IP indicates that Safran suffered a DNS compromise, but no deeper network compromise was observed. It is possible that the adversary desired to target the French aerospace and defense sectors broadly, or possibly organizations in these sectors globally. In January 2013, it was reported that the website for U.S.-based turbine manufacturer, Capstone Turbine, had been compromised and was being used in a SWC attack leveraging an exploit for the CVE-2012-4792. There are three primary similarities between the Capstone Turbine attack and the recent French aerospace activity. The first, and most significant, connection is the use of Sakula malware. In both campaigns, Sakula variants were installed on successfully exploited machines. In Capstone Turbine, the Sakula sample used (MD5 hash: 61fe6f4cb2c54511f0804b1417ab3bd2) connected to web[.]vipreclod[.]com, and in the recent attack, the sample (MD5 hash: c869c75ed1998294af3c676bdbd56851) connected to oa[.]ameteksen[.]com. Use of this malware doesn't appear to be widespread, but it is not yet clear whether only one group uses it, and therefore its use alone does not necessarily indicate a particular adversary. Another similarity is that GIFAS-based malicious domains are related to each incident. In the more recent attack, the gifas[.]assso[.]net domain was used to host exploit code and the malicious payload. The Capstone Turbine incident did not directly use a GIFAS-based domain, but a deeper look at network indicators related to those observed in the Capstone incident reveals two such domains: gifas[.]cechire[.]com and gifas[.]blogsite[.]org. The third similarity between the two is the use of zero-days. The exploit used in Capstone Turbine was a zero-day during the time it was active, just like the exploit used in the recent French aerospace activity. This is a general similarity that does not create a definitive link between the two attacks, but when viewed in conjunction with the use of the same malware and GIFAS-based domains, it strengthens the connection.",Yes,french-connection-french-aerospace-focused-cve-2014-0322-attack-shares-similarities-2012
2837,86,86-Command and Control-T1071-Application Layer Protocol,"Following the malware's discovery of system information and process lists via the 'cmd.exe /c tasklist & systeminfo' command, is it likely that the malware will use HTTPS communication as part of its command and control operations?","Command and Control: The malware contacts the command and control server using HTTPS communication with a POST method. Another file, 'sdbn.dll', contacts the domain 'marina-info.net', which is a reference to the Italian Marina Militare. The domain resolves to the IP '191.101.31.250' located in Holland. The communication is managed with a script written in the AutoIt language, embedded in the 'upnphost.exe' file as a resource.","Initial Access: Recently, a new series of malware samples were submitted to major online sandboxes, with one sample submitted to Virus Total attributed to the Russian APT28 group. The attack analyzed is multi-stage, with an initial dropper malware written in Delphi programming language downloading a second stage payload from the internet and executing it. The payload communicates with the server using the HTTPS protocol.
Execution: The malware initiates contact with the command and control server, downloading the file 'upnphost.exe' to the path '%APPDATA%\Local\Temp', which is likely the final payload. The executable implements a persistence mechanism by setting a registry key.
Persistence: The executable 'upnphost.exe' implements a persistence mechanism by setting a registry key to maintain its foothold on the system.
Defense Evasion: The 'upnphost.exe' file was submitted to Virus Total, likely due to the evasion technique implemented by the dropper. To analyze the dropper, it was patched, revealing the complete malicious behavior of the malware.
Discovery: The malware sends information gathered on the operating system to the IP '45.124.132.127' using the command line 'cmd.exe /c tasklist & systeminfo'. The server is located in Hong Kong according to WHOIS records.
Others: The attack threat map indicates the attack surface covered by the hacker group is wide, with C2Cs in Europe and China. Yara rules are provided for the dropper, first payload 'upnphost.exe', and second payload 'sdbn.dll' associated with APT28 XAGENT July 2018.",Yes,20180713_CSE_APT28_X-Agent_Op-Roman Holiday-Report_v6_1
2915,98,98-Initial Access-T1566-Phishing,"Prior to utilizing spear-phishing emails to gain initial access, is it likely that APT41 conducts reconnaissance activities such as targeting call record information at telecom companies and hotel reservation systems?","Initial Access: APT41 has utilized spear-phishing emails with attachments, such as compiled HTML (.chm) files, to initially compromise victim organizations.","Reconnaissance: APT41 has conducted reconnaissance activities, targeting call record information at telecom companies and hotel reservation systems, particularly ahead of Chinese officials' stays, suggesting tasks to reconnoiter facilities for security reasons.
Execution: APT41 deploys a variety of malware, including backdoors, credential stealers, keyloggers, and rootkits, to execute their operations within compromised systems.
Persistence: APT41 has deployed rootkits and Master Boot Record (MBR) bootkits to maintain persistence on select victim systems, with bootkits adding stealth by executing before the operating system initializes.
Defense Evasion: APT41 uses bootkits for defense evasion, which are executed prior to the operating system initializing, adding an extra layer of stealth.
Credential Access: APT41 uses malware such as credential stealers and keyloggers to access credentials within compromised systems.
Discovery: APT41 is adept at moving laterally within networks, including pivoting between Windows and Linux systems, to discover and access game production environments.
Lateral Movement: APT41 moves laterally within targeted networks, including pivoting between Windows and Linux systems, until accessing game production environments.
Collection: APT41 collects source code and digital certificates from game production environments.
Impact: APT41 manipulates virtual currencies and has attempted to deploy ransomware in the video game industry for financial gain.
Others: APT41 is a Chinese cyber threat group involved in state-sponsored espionage and financially motivated operations since 2014. They are known for supply chain compromise tactics, limiting malware deployment to specific systems, and using non-public malware typically reserved for espionage in financially motivated activities. APT41's malware arsenal includes over 46 different families and tools, and they have been linked to Chinese espionage contractors advertising their services online. The group's activities suggest a blurred line between state power and crime.",Yes,blog_APT41
1649,31,31-Reconnaissance-T1598-Phishing for Information,"Following the attacks that leveraged an unpatched Internet Explorer 8 vulnerability for initial access into victim networks, is it likely that the attack group used phishing domains to gather user credentials during the reconnaissance phase?","Reconnaissance: July to August 2011: The attack group attempted to gather user credentials for Yahoo, Windows Live, and other accounts through several different phishing domains. February 2015: A second-stage implant delivered by a variant of the S-Type backdoor shortly following its initial reconnaissance compromised the investment arm of a major Japanese Automaker.","Initial Access: July to August 2011: Attacks leveraged an unpatched Internet Explorer 8 vulnerability to gain a foothold into victim networks. February 2014: A watering hole attack on a popular software reseller delivered an Internet Explorer zero-day to a number of unsuspecting targets.
Persistence: February 2014: The group began locating and securing alternative means of persistence on victim systems.
Credential Access: July to August 2011: The attack group attempted to gather user credentials for Yahoo, Windows Live, and other accounts through several different phishing domains.
Command and Control: May 2015: Attack group adopts and customizes several Android backdoors to suit their purposes and uses a massive infrastructure compared to previous attacks. Initial backdoors are relatively simple, but continually forward all SMS messages and call information back to their C2 servers. All identified victims reside in Japan or South Korea. 2015: A number of second-stage backdoors with hardcoded proxy addresses and credentials compromise a number of Japanese companies involved in power generation, oil and natural gas, construction, finance, and transportation.
Others: March to August 2013: Attack activity greatly subsides, although several new domains that will be used later are registered. Early operations are extremely blunt, relatively unsophisticated, and readily picked up by the security industry. October 2011: Attack group attempts to take advantage of the ongoing Libyan crisis by phishing the news cycle regarding Muammar Gaddafi's death, targeting US defense targets. June 2012: Attack campaign leverages previously used flash exploit and Internet Explorer zero-day. July & October 2015: Two new waves of attacks are launched, targeting multiple Japanese companies including a Japanese subsidiary of a South Korean electric utility and a major Japanese oil and gas company. The most likely goals are reconnaissance and long-term espionage. 2016: SPEAR believes that attacks of this nature into companies involved in Japanese critical infrastructure and resources are ongoing and likely to continue to escalate in the future.",Yes,Dust_Storm_Infographic_v4
780,20,20-Credential Access-T1056-Input Capture,"Prior to ActionSpy abusing the Android Accessibility service to collect chat logs from instant messaging applications via monitoring Accessibility events and parsing current activity contents, is it likely that users were enticed to download a malicious archive file containing ActionSpy from a phishing page disguised as a popular video app download page?","Credential Access: ActionSpy abuses the Android Accessibility service to collect chat logs from instant messaging applications by monitoring Accessibility events and parsing the current activity contents to extract information like nicknames, chat contents, and chat time.","Reconnaissance: The Earth Empusa group, also known as POISON CARP/Evil Eye, was observed using phishing attacks to deliver the ActionSpy malware. They targeted users in Tibet and Turkey before extending their scope to Taiwan. The campaign targeted victims related to Uyghurs by compromising their Android and iOS mobile devices. The group is known for using watering hole attacks, but phishing attacks have been recently observed. In April 2020, a phishing page disguised as a download page for a popular Android video application in Tibet was found, which may have been created by Earth Empusa. The page contained malicious scripts hosted on a domain belonging to the group.
Initial Access: The phishing page invited users to download a video app known to Tibetan Android users. The download link was modified to an archive file containing the Android application, which was an undocumented Android spyware named ActionSpy.
Execution: ActionSpy is an Android spyware that impersonates a legitimate Uyghur video app called Ekran. It uses VirtualApp to achieve the same appearance and features as the original app and is protected by Bangcle to evade static analysis and detection. ActionSpy collects basic device information every 30 seconds and sends it to the C&C server as a heartbeat request.
Persistence: ActionSpy prompts users to turn on its Accessibility service, claiming it is a memory garbage cleaning service. Once enabled, ActionSpy monitors Accessibility events on the device to steal chat log files from messaging apps like WeChat, QQ, WhatsApp, and Viber indirectly.
Defense Evasion: ActionSpy is protected by Bangcle to evade static analysis and detection. Its configuration, including the C&C server address, is encrypted by DES, with the decryption key generated in native code, making static analysis difficult.
Collection: ActionSpy supports modules for collecting various types of data, including device location, contacts, call logs, SMS messages, browser bookmarks, installed app info, running processes, Wi-Fi hotspots info, files on SDCard, and chat logs from WeChat, QQ, WhatsApp, and Viber.
Command and Control: All communication traffic between the C&C and ActionSpy is encrypted by RSA and transferred via HTTP. The C&C server may return commands to be performed on the compromised device.
Others: Earth Empusa also employs watering hole attacks to compromise iOS devices by injecting malicious scripts on websites that targets could potentially visit. The group uses the ScanBox framework to collect information from a website's visitors and an exploit chain framework to exploit vulnerabilities on iOS devices. In the first quarter of 2020, the exploit chain framework was upgraded to include a newer iOS exploit that can compromise iOS versions 12.3, 12.3.1, and 12.3.2.",Yes,New Android Spyware ActionSpy Revealed via Phishing Attacks from Earth Empusa - TrendLabs Security Intelligence Blog
717,191,191-Command and Control-T1573-Encrypted Channel,"After performing initial reconnaissance by gathering system and network information such as network adapter details, computer name, and IP address, is it likely that the Rising Sun implant will communicate with control servers via an encrypted channel using RC4 before exfiltrating data obfuscated with Base64 encoding to the control server?","Command and Control: The Rising Sun implant communicated with control servers using HTTP POST requests, sending data in various formats encrypted with RC4 and obfuscated with Base64 encoding. The control servers identified were 34.214.99.20/view_style.php, 137.74.41.56/board.php, and kingkoil.com.sg/board.php.","Reconnaissance: The McAfee Advanced Threat Research team reported that Operation Sharpshooter masqueraded as legitimate industry job recruitment activity to gather information for potential exploitation. The campaign used similar techniques associated with other job recruitment campaigns. The malicious documents contained Korean-language metadata and English-language job description titles, indicating a focus on English-speaking targets or those with English-speaking regional offices. The majority of targets were defense and government-related organizations.
Initial Access: Operation Sharpshooter began on October 25 with a series of malicious documents authored by 'Richard' and distributed via an IP address in the United States and through Dropbox. These documents contained a malicious macro that injected the Sharpshooter downloader into the memory of Word, which then retrieved the second-stage implant Rising Sun from a control server.
Execution: The shellcode executed by the macro in winword.exe acted as a downloader for the Rising Sun implant. It resolved Libraries and APIs using LoadLibraryA() and GetProcAddress(), downloaded the second-stage payload and a decoy document to the startup folder and %LOCALAPPDATA% respectively, and executed both payloads using CreateProcessA() and ShellExecuteA().
Persistence: The Rising Sun implant ensured persistence on the system by downloading the second-stage binary to the startup folder during the download process, thereby removing the need for the implant to set up persistence for itself.
Discovery: The Rising Sun implant performed initial reconnaissance by fetching network adapter info, computer name, user name, IP address information, native system information, and OS product name from the registry. It also decrypted additional information during the reconnaissance process, although not all of it was used by the implant.
Exfiltration: The Rising Sun implant encrypted data using the RC4 stream encryption algorithm and obfuscated it with Base64 encoding before exfiltrating it to the control server via HTTP POST requests.
Others: The McAfee Advanced Threat Research team discovered a new implant framework using code from the 2015 backdoor Duuzer, which was last seen targeting South Korea and Japan. The Rising Sun implant shares multiple similarities with Lazarus Group attacks but also raises the possibility of false flags. The campaign targeted nuclear, defense, energy, and financial companies globally, predominantly in the United States. The implant carries 14 backdoor capabilities, including executing commands, gathering drive and process information, reading and writing files, and modifying file attributes. Attribution to the Lazarus Group is suggested but not confirmed due to potential false flags.",Yes,rp-operation-sharpshooter
949,222,222-Command and Control-T1008-Fallback Channels,"After using the malware to scan for files and stage data for exfiltration during the Collection phase, is it likely that data will be sent to the primary C&C server over commonly used ports before a fallback C&C server embedded in the configuration becomes operational for communications?",Command and Control: The downloaders and backdoors communicated with the C&C server using commonly used ports 80 or 443. Data sent were hex-encoded and encrypted with AES or a custom algorithm. A fallback C&C server was embedded in the configuration.,"Initial Access: The Sednit group, also known as APT28, Fancy Bear, Sofacy, or STRONTIUM, launched a spearphishing email campaign at the end of August 2018, distributing shortened URLs that delivered the first stage of Zebrocy components. The campaign relied on social engineering to lure victims into running the first part of the chain. The URL led to an IP-address-based URL where the archived payload was located, containing an executable file and a decoy PDF document. The executable, when run, would prompt for a password and then open the decoy PDF, while the downloader written in Delphi continued to run in the background.
Execution: The Sednit group's operators took control of the backdoor and began sending commands immediately after the victim executed the downloader. The commands included taking screenshots, gathering system information, network scanning, and executing various system commands to collect data from the victim's computer. The operators used a Stage-1 downloader to download and execute a new downloader, written in C++, which then downloaded a Delphi backdoor. The backdoor's configuration was stored in the resource section, split into four different hex-encoded, encrypted blobs.
Persistence: The operators used COM object hijacking for persistence, adding registry keys for a custom backdoor that was executed using the CMD_EXECUTE command. This backdoor was installed only for a few hours and was removed quickly after its operators completed their tasks.
Defense Evasion: The Sednit group's malware deleted files (binaries and files created) after usage and killed processes to disable security tools.
Credential Access: The operators uploaded and used dumpers on victims' machines to target browsers and versions of Microsoft Outlook from 1997 through 2016. They retrieved databases related to credentials from software such as Firefox, The Bat! email client, and Opera.
Discovery: The operators gathered information about the victim's computer and environment, including registry keys enumeration, listing running processes, and using system commands to gather information about the victim.
Collection: The malware scanned for files matching specific extensions on the local system, network shared drives, and removable media. It staged data by creating a file containing paths of all files to exfiltrate and had features for input capture and screen capture.
Exfiltration: Data were automatically prepared with all file paths to retrieve and sent to the C&C server. The data were hex-encoded and encrypted with a known algorithm or a custom one.",Yes,A journey to Zebrocy land
1672,311,311-Discovery-T1033-System Owner/User Discovery,"Is it likely that after gaining initial access using SocGholish via malicious JavaScript frameworks, the attackers will subsequently deploy Cobalt Strike using PowerShell for execution and proceed to use commands like ""whoami"", ""net user"", and ""net group"" for discovery?","Discovery: The discovery phase involved profiling the computer using commands like whoami, net user, and net group. The attackers also used the Get-NetComputer command from PowerView, renamed to a random name, to search for computer objects in the Active Directory database.","Reconnaissance: The CTI report by Symantec, a division of Broadcom, identified a series of attacks against U.S. organizations, aiming to deploy WastedLocker ransomware. The attackers, linked to the group 'Evil Corp', used a malicious JavaScript-based framework called SocGholish, found on over 150 compromised websites, to masquerade as a software update and initiate the attack.
Initial Access: The initial compromise involved the SocGholish framework, delivered via compromised legitimate websites. Victims received a zipped file containing malicious JavaScript disguised as a browser update. This led to the execution of a second JavaScript file by wscript.exe, profiling the computer and downloading additional discovery-related PowerShell scripts.
Execution: The attackers deployed Cobalt Strike using PowerShell to download and execute a loader, which contained a .NET injector taken from an open-source project called Donut. This was used to execute the Cobalt Strike Beacon payload, capable of command execution, process injection, privilege escalation, and file upload/download.
Privilege Escalation: Privilege escalation was achieved using a publicly documented technique involving the Software Licensing User Interface tool (slui.exe). The attackers also used the Windows Management Instrumentation Command Line Utility (wmic.exe) to execute commands on remote computers.
Defense Evasion: To deploy the ransomware, the attackers used PsExec to launch a command line tool for managing Windows Defender, disabling scanning, removing definitions, and in some cases, disabling real-time monitoring. They also used PsExec to stop services across the organization before launching the WastedLocker ransomware.
Credential Access: Cobalt Strike was used for credential dumping using ProcDump and to empty log files, aiding in the concealment of the attackers' activities.
Lateral Movement: The attackers used Cobalt Strike Beacon for lateral movement, executing commands and injecting processes on remote computers.
Command and Control: The injected Cobalt Strike Beacon payload communicated with a command and control (C&C) domain, which was publicly reported as part of the WastedLocker attack infrastructure.
Impact: The end goal of the WastedLocker attacks was to cripple the victim's IT infrastructure by encrypting computers and servers, leading to significant disruption and demanding a multimillion-dollar ransom.
Others: Symantec's Targeted Attack Cloud Analytics, using advanced machine learning, proactively detected the attacks. The Threat Hunter team verified the activity, which corresponded to the early stages of WastedLocker attacks. This discovery helped identify additional targeted organizations and strengthen protection against the attack. Symantec has alerted at least 31 customer organizations to the threat, with the majority being major U.S. corporations, including 11 listed companies and eight Fortune 500 companies. The attackers demonstrated skill and experience, capable of penetrating well-protected corporations, stealing credentials, and moving across networks with ease. Symantec has implemented file-based protection and intrusion prevention measures to protect against WastedLocker and associated activities. Indicators of Compromise (IoCs) including domains and IP addresses linked to the attacks have been reported to the relevant registrar, with assistance from Namecheap in suspending some domains. The Critical Attack Discovery and Intelligence team within Symantec is dedicated to investigating targeted attacks, enhancing protection in Symantec products, and providing analysis to help customers respond to attacks.",Yes,WastedLocker_ Symantec Identifies Wave of Attacks Against U.S. Organizations _ Symantec Blogs
353,146,146-Discovery-T1057-Process Discovery,"After utilizing subverted trust controls to evade defenses through T1553 Subvert Trust Controls, is it likely that the threat actors employed T1057 Process Discovery for gaining knowledge about the systems and internal networks of the compromised organizations before leveraging compromised infrastructure for command and control using T1071 Application Layer Protocol?","Discovery: The report mentions Discovery techniques such as T1057 Process Discovery and T1012 Query Registry, which the threat actors used to gain knowledge about the systems and internal network of the compromised organizations.","Reconnaissance: The report does not provide explicit details on the Reconnaissance tactics used by the threat actors involved in the SolarWinds Orion platform compromise. However, it mentions that the attackers demonstrated an impressive degree of reconnaissance and focus, suggesting that they had intimate knowledge of SolarWinds' source code, network topology, and internal development domain names. This knowledge was used to minimize the risk of detection by vigilant employees.
Resource Development: The report indicates that the threat actors behind the SolarWinds Orion platform compromise, referred to as UNC2452, demonstrated significant Resource Development capabilities. They were selective in their targeting, choosing specific organizations to pursue while excluding others. The report suggests adding the ATT&CK sub-technique T1583.001 Acquire Infrastructure: Domains to the UNC2452 actor profile, as the actors parked domains for future use. Additionally, the report notes that the attackers may have had access to private web servers and developed malware capabilities.
Initial Access: The report discusses the Initial Access tactic in the context of the SolarWinds Orion platform compromise. It highlights that the attackers used a supply chain compromise, specifically a compromised software update, as their initial access vector. This technique is listed as T1195 Supply Chain Compromise, with the sub-technique T1195.002 Compromise Software Supply Chain.
Execution: The report mentions that the threat actors used various Execution techniques, including T1072 Software Deployment Tools, to run malicious code as part of their operations. Additionally, the attackers used system services to execute code, as indicated by the technique T1569 System Services.
Persistence: The report does not provide specific details on Persistence techniques used by the threat actors. However, it implies that the attackers were able to maintain their foothold within the compromised networks by being selective in their targeting and careful to avoid detection.
Privilege Escalation: The report does not provide specific details on Privilege Escalation techniques used by the threat actors. However, it suggests that the attackers had a high level of system access, which may imply the use of techniques to gain elevated permissions.
Defense Evasion: The report details several Defense Evasion techniques used by the threat actors, including T1070 Indicator Removal on Host, T1036 Masquerading, T1553 Subvert Trust Controls, and T1497 Virtualization/Sandbox Evasion. The attackers took great care to avoid detection by security tools and personnel, demonstrating a high level of sophistication in evading defenses.
Credential Access: The report does not provide specific details on Credential Access techniques used by the threat actors. However, the use of valid accounts (T1078) is mentioned, suggesting that the attackers may have had access to legitimate credentials to facilitate their operations.
Lateral Movement: The report does not provide specific details on Lateral Movement techniques used by the threat actors. However, it suggests that the attackers were able to move through the network to reach their objectives, which may involve the use of techniques to control remote systems.
Collection: The report does not provide specific details on Collection techniques used by the threat actors. However, it mentions that the attackers were focused on information theft and espionage, which implies the use of techniques to gather data relevant to their goals.
Command and Control: The report discusses Command and Control techniques, including T1071 Application Layer Protocol and T1568 Dynamic Resolution, which the threat actors used to communicate with the compromised systems and maintain control over them.
Exfiltration: The report does not provide specific details on Exfiltration techniques used by the threat actors. However, it mentions that the attackers were likely focused on stealing data, which suggests the use of techniques to remove data from the target network.
Impact: The report does not provide specific details on Impact techniques used by the threat actors. However, it suggests that the primary goal of the attackers was espionage rather than destruction, indicating that impact techniques may not have been a focus of this campaign.
Others: The report provides an analysis of the SolarWinds Orion platform compromise, discussing the attribution challenges and the possibility of multiple actors being involved. It highlights the need for further investigation and intelligence analysis to understand the full scope of the campaign and the actors behind it. The report also emphasizes the importance of using frameworks like MITRE ATT&CK for mapping adversary TTPs and improving defensive strategies.",Yes,pov-2020-1230
951,222,222-Exfiltration-T1041-Exfiltration Over C2 Channel,"After Sednit’s malware gathered information about the victim's computer and environment, discovered files with specific extensions in local drives, and staged data with paths of identified files to exfiltrate, is it likely that the prepared file paths were hex-encoded and encrypted using a known or custom algorithm before being sent to the C&C server for exfiltration?",Exfiltration: Data were automatically prepared with all file paths to retrieve and sent to the C&C server. The data were hex-encoded and encrypted with a known algorithm or a custom one.,"Initial Access: The Sednit group, also known as APT28, Fancy Bear, Sofacy, or STRONTIUM, launched a spearphishing email campaign at the end of August 2018, distributing shortened URLs that delivered the first stage of Zebrocy components. The campaign relied on social engineering to lure victims into running the first part of the chain. The URL led to an IP-address-based URL where the archived payload was located, containing an executable file and a decoy PDF document. The executable, when run, would prompt for a password and then open the decoy PDF, while the downloader written in Delphi continued to run in the background.
Execution: The Sednit group's operators took control of the backdoor and began sending commands immediately after the victim executed the downloader. The commands included taking screenshots, gathering system information, network scanning, and executing various system commands to collect data from the victim's computer. The operators used a Stage-1 downloader to download and execute a new downloader, written in C++, which then downloaded a Delphi backdoor. The backdoor's configuration was stored in the resource section, split into four different hex-encoded, encrypted blobs.
Persistence: The operators used COM object hijacking for persistence, adding registry keys for a custom backdoor that was executed using the CMD_EXECUTE command. This backdoor was installed only for a few hours and was removed quickly after its operators completed their tasks.
Defense Evasion: The Sednit group's malware deleted files (binaries and files created) after usage and killed processes to disable security tools.
Credential Access: The operators uploaded and used dumpers on victims' machines to target browsers and versions of Microsoft Outlook from 1997 through 2016. They retrieved databases related to credentials from software such as Firefox, The Bat! email client, and Opera.
Discovery: The operators gathered information about the victim's computer and environment, including registry keys enumeration, listing running processes, and using system commands to gather information about the victim.
Collection: The malware scanned for files matching specific extensions on the local system, network shared drives, and removable media. It staged data by creating a file containing paths of all files to exfiltrate and had features for input capture and screen capture.
Command and Control: The downloaders and backdoors communicated with the C&C server using commonly used ports 80 or 443. Data sent were hex-encoded and encrypted with AES or a custom algorithm. A fallback C&C server was embedded in the configuration.",Yes,A journey to Zebrocy land
