Question ID,AttackSeq ID,Batch ID,Question,A,B,C,D,Key Points,Context,Ground Truth,Source,Unshuffled Choices
1333,269,269-Lateral Movement-T1021-Remote Services,"After gaining command and control through HTTP POST communication or using encrypted communications with compromised legitimate websites, which ATT&CK technique most likely occurred when the attacker attempted to move between systems using a net use command following positive ping responses?",T1563.001-SSH Hijacking,T1021-Remote Services,T1106-Native API,T1564.005-Hidden File System,"Lateral Movement: After confirming communication with the target device via a ping command using the version RAT remote shell, the attacker attempted lateral movement with a net use command.","Initial Access: In September 2019, the Tick group targeted the Chinese offices of Japanese chemical industry organizations using spear phishing emails with an attachment containing the version RAT malware. In December 2019, media companies received spear phishing emails disguised as New Year's greetings, which delivered the LODEINFO malware when the embedded macro was activated. In January 2020, defense-related organizations were targeted with spear phishing emails carrying an Office macro file designed to drop LODEINFO malware.
Execution: The version RAT malware, developed to run only in a Windows 10 environment, includes remote-controlled functions such as execution of a remote shell, file uploading, and file downloading. LODEINFO malware operates by injecting malicious code into a svchost.exe process and possesses a command set similar to Unix commands.
Persistence: The version RAT malware uses DLL Search Order Hijacking to ensure it is automatically run and remains on the infected device after reboot. LODEINFO malware adds values to the Run registry to ensure it is automatically executed after the infected device is rebooted.
Defense Evasion: The version RAT malware uses a unique technique to identify the OS of the infected device, preventing it from running on any OS other than Windows 10. This technique is effective in circumventing dynamic analysis and sandbox-based security. LODEINFO malware is developed based on benign source code to escape analysis.
Command and Control: The version RAT malware uses compromised legitimate websites as C2 servers, with communication data encrypted by AES and base64. LODEINFO malware regularly carries out HTTP POST communication to the C2 server and processes instructions included in the response.
Others: In February 2020, BlackTech's 32bit ELF malware running on Linux OS was uploaded to a public malware repository, indicating a possible victim in the IT service industry. The malware is similar to TsCookie, one of BlackTech's tools. Other tools discovered include a WebShell, a port forwarding tool, a GoogleAPI token updater, and a Linux version of Bifrose malware.",T1021-Remote Services,mpressioncss_ta_report_2019_4_en,"T1021-Remote Services, T1563.001-SSH Hijacking, T1106-Native API, T1564.005-Hidden File System"
61,106,106-Defense Evasion-T1574-Hijack Execution Flow,"After the successful execution of Office Macro Scripts to load the Chinotto malware, which ATT&CK technique most likely occurred to evade detection and load the malware without alerting defenses?",T1598.002-Spearphishing Attachment,T1059-Command and Scripting Interpreter,T1620-Reflective Code Loading,T1574-Hijack Execution Flow,Defense Evasion: The ScarCruft group utilized DLL Side-Loading techniques for defense evasion. They loaded the Chinotto malware using evc.dll and employed mfc42u.dll as a loader to execute the malware without detection.,"Initial Access: The ScarCruft group, also known as APT 37, Group123, Ricochet Chollima, and Venus121, targeted journalists, North Korean defectors, and government officials. They employed phishing emails with links to download Office documents containing decoy content. Upon clicking the link and downloading the document, the host system would be compromised, and an Office Macro Script would be loaded to facilitate further malicious activities.
Execution: The execution phase involved the use of Office Macro Scripts to load the Chinotto malware onto the compromised host systems. Additionally, PowerShell and Golang malware were used alongside BITSAdmin for DLL Side-Loading to execute malicious scripts and establish command and control.
Collection: The group collected information from compromised hosts and exfiltrated data to their command and control servers. The compromised host analysis revealed the use of UltraVNC.ini and Ultra VNC Server for information collection, indicating the presence of mobile infostealer malware and command and control capabilities developed in Golang (ably).
Command and Control: ScarCruft established command and control channels using HTTP requests to specific PHP scripts on their C2 servers. They also used Golang malware to communicate with the attacker's channel, sending commands and receiving command results through an Ably key and Client Hello messages.
Exfiltration: The exfiltration process involved sending data from compromised hosts to the attackers' infrastructure. Specific PHP scripts such as '/kcp/cfg/cat/hp/proc.php' were used to exfiltrate data. Additionally, the attackers used BITSAdmin to transfer malware to the victims' systems, as indicated by the command line used for the operation.
Others: The report includes the concept of 'Defend Forward,' developed by the US Department of Defense to proactively disrupt or stop malicious cyber activities at an early stage and increase the cost to adversaries. This approach involves an aggressive defensive mindset, identifying victims, incident response, and takedown of distribution sites. The incident response process includes malware analysis, investigation, C2 monitoring, threat tracking, identification of additional victims, blocking command and control and download sites, and developing countermeasures to prevent recurrence.",T1574-Hijack Execution Flow,ScarCruft (APT37) active in South Korea,"T1574-Hijack Execution Flow, T1620-Reflective Code Loading, T1059-Command and Scripting Interpreter, T1598.002-Spearphishing Attachment"
527,164,164-Command and Control-T1001-Data Obfuscation,"After employing SSL/TLS-encrypted HTTPS communications for C2, which ATT&CK technique most likely occurred after the malware used multi-layered obfuscation methods, including XOR encoding, to mask its command and control traffic?",T1547-Boot or Logon Autostart Execution,T1497-Virtualization/Sandbox Evasion,T1001-Data Obfuscation,T1205.001-Port Knocking,"Command and Control: The malware used encrypted HTTPS via SSL/TLS connections for command and control communications, employing Windows' standard SSL/TLS libraries. To further obfuscate the communications, the malware used a single-byte XOR encoding within the decrypted SSL/TLS communication. This additional layer of obfuscation was designed to thwart detection and analysis efforts, even in environments with SSL inspection devices.","Initial Access: The INOCNATION campaign utilized a decoy installer for Cisco AnyConnect Mobility Client to facilitate initial access. The installer, disguised as a legitimate application, would execute regardless of the victim's decision to cancel the installation, silently creating and entrenching the malware into the system's background. The use of a widely recognized security application as an embedded decoy indicates a sophisticated ploy to deceive average users or less experienced system administrators.
Execution: The INOCNATION campaign's RAT installer executed a malicious DLL payload, which was obfuscated and rebuilt during installation. The malware employed anti-behavioral analysis techniques, such as comparing mouse cursor positions to detect sandbox environments. Additionally, the malware used a mangled MZ header to deceive security products and evade detection.
Persistence: The RAT installer set up a persistence mechanism for the payload malware by creating a registry key for entrenchment. This key would be referenced during the uninstall routine, indicating the malware's capability to maintain its foothold on the system.
Defense Evasion: The INOCNATION campaign's malware exhibited several defense evasion techniques, including the use of XOR obfuscation for components and strings, sandbox detection, and a mangled MZ header to deceive security products. The malware also employed string stacking obfuscation with Unicode strings and multiple layers of obfuscation for its command and control traffic.
Others: The INOCNATION campaign's malware was capable of receiving commands from its C2 server, including process execution, reverse shell, file activity, uploading and downloading files, system information retrieval, and uninstalling the malware. The uninstall command suggests that the threat actor aimed to maintain a limited number of victims by removing the tool when commanded. Fidelis Cybersecurity's products detect the activity documented in this report, and additional technical indicators are published on their GitHub repository. The malware samples analyzed in this report were shared by CrowdStrike.",T1001-Data Obfuscation,FTA_1020_Fidelis_Inocnation_FINAL,"T1001-Data Obfuscation, T1205.001-Port Knocking, T1497-Virtualization/Sandbox Evasion, T1547-Boot or Logon Autostart Execution"
1957,344,344-Defense Evasion-T1055-Process Injection,"Prior to the obfuscated DLL executing its payload using EnumThreadWindows and treating the payload as executable code for defense evasion, which ATT&CK technique most likely occurred after PlugX established persistence by setting a Run key and executing the legitimate file under ProgramData?",T1566-Phishing,T1055-Process Injection,T1538-Cloud Service Dashboard,T1564.012-File/Path Exclusions,"Defense Evasion: The malicious DLLs and payloads are heavily obfuscated to hinder analysis and reduce the likelihood of detection by host-based security software. The malicious DLL executes its payload using an unusual technique, involving EnumThreadWindows to pass execution to the start of the malicious payload file. The payload file is treated as executable code, similar to a Cobalt Strike stageless payload artifact, which may increase the likelihood of the malware being misidentified.","Initial Access: In June and July 2022, Secureworks Counter Threat Unit researchers identified a campaign targeting government officials' computers in Europe, the Middle East, and South America. The threat group BRONZE PRESIDENT used phishing emails to deliver RAR archive files containing a Windows shortcut (LNK) file that masqueraded as a document. The shortcut executed a renamed legitimate file contained in a hidden folder structure designed to bypass mail-scanning products.
Execution: The malware, identified as PlugX, is modular and contacts a command and control (C2) server for tasking. It can download additional plugins to enhance its capabilities beyond basic information gathering. The malware executes by importing a malicious DLL that loads, decrypts, and executes an encrypted payload file. The payload drops a decoy document to the user's %Temp% directory and copies three files to a ProgramData subdirectory using a specific naming scheme. The legitimate file is named with its usual name (e.g., Opera.exe, AdobePlugin.exe, AvastBrowser.exe).
Persistence: PlugX establishes persistence on the host by setting a registry Run key. The running instance of the PlugX payload executes the copy of the legitimate file under ProgramData, passing it a command-line argument before exiting. The legitimate file then imports the malicious DLL in the same folder, loading, decoding, and passing execution to the malicious payload file.
Command and Control: The PlugX payload communicates with a C2 server and executes the copy of the legitimate file under ProgramData with a command-line argument. The payload file checks the number of arguments and, if an additional argument follows the file path, it opens the decoy document previously dropped to the user's %Temp% folder and continues execution with its C2 routine.
Others: The BRONZE PRESIDENT threat group is likely Chinese government-sponsored and has been observed targeting government officials with politically-themed decoy documents that align with regions where China has interests. The group targets China's neighbors such as Myanmar and Vietnam, and its collection requirements can change quickly, often driven by geopolitical events such as the war in Ukraine. Organizations in regions of interest to China, especially those associated with or operating as government agencies, should closely monitor this group's activities. Secureworks provides indicators for this threat in Table 2 and recommends using available controls to review and restrict access based on these indicators.",T1055-Process Injection,BRONZE PRESIDENT Targets Government Officials _ Secureworks,"T1055-Process Injection, T1564.012-File/Path Exclusions, T1566-Phishing, T1538-Cloud Service Dashboard"
1755,320,320-Persistence-T1547-Boot or Logon Autostart Execution,"After Shuckworm utilized malicious documents to execute their Pterodo backdoor and scheduled tasks to support their foothold, which ATT&CK technique most likely ensured the backdoor remained active across system reboots?",T1547-Boot or Logon Autostart Execution,T1098-Account Manipulation,T1204.003-Malicious Image,T1059-Command and Scripting Interpreter,Persistence: Shuckworm established persistence by creating scheduled tasks that executed malicious VBS files every few minutes. These tasks ensured that their backdoor would remain active even after system reboots.,"Initial Access: The attack chain initiated by Shuckworm against a Ukrainian organization began on July 14, 2021, with the opening of a malicious document, likely delivered via phishing email. The document contained a custom backdoor known as Pterodo, which was executed using a suspicious command.
Execution: Following the initial compromise, Shuckworm executed various VBS scripts and HTA files to maintain their presence and execute their backdoor. They also created scheduled tasks to ensure persistence and executed commands via scripts. On July 16, additional variants of Pterodo were executed, and on July 28, a VNC client was installed as the ultimate payload for the attack.
Defense Evasion: Shuckworm utilized mshta.exe to bypass application control solutions and browser security settings. They also used scheduled tasks and VBS scripts to evade detection and maintain their foothold.
Collection: Between July 29 and August 18, Shuckworm deployed multiple variants of their custom VBS backdoor and executed VBS scripts. It is unclear if the documents accessed during this period were part of the attackers' efforts to collect and exfiltrate sensitive information.
Command and Control: Shuckworm established command and control by communicating with their servers using HTTP requests and downloading additional payloads. They used various C&C servers, including deep-pitched.enarto.ru, arianat.ru, and mucoris.ru, to control the compromised systems and download tools.
Others: Symantec's Threat Hunter Team, part of Broadcom Software, has been tracking Shuckworm's cyber-espionage activities against Ukraine. Shuckworm, also known as Gamaredon or Armageddon, has been active since at least 2013 and has recently increased the sophistication of their attacks. The Security Service of Ukraine (SSU) reported that Shuckworm has been using living-off-the-land tools to steal credentials and move laterally on victim networks. Symantec's investigation revealed seven files used by Shuckworm in their attacks, all of which are 7-zip SFX self-extracting binaries. These files included various VBS files, a VNC client, and a Process Explorer binary. The IOCs from the investigation showed patterns such as C&C IPs belonging to a short list of hosting providers and suspected malicious files found in specific directories with names starting with the letter 'd'. The SSU report from November 2021 attributed over 5,000 attacks to Shuckworm since 2014, targeting more than 1,500 Ukrainian government systems.",T1547-Boot or Logon Autostart Execution,Shuckworm_APT,"T1547-Boot or Logon Autostart Execution, T1098-Account Manipulation, T1059-Command and Scripting Interpreter, T1204.003-Malicious Image"
2880,91,91-Persistence-T1547-Boot or Logon Autostart Execution,Which ATT&CK technique most likely occurred after the dropper malware delivered the main Bisonal payload and established boot or logon autostart execution for persistence by creating a registry entry?,T1071-Application Layer Protocol,T1547-Boot or Logon Autostart Execution,T1102.002-Bidirectional Communication,T1098.004-SSH Authorized Keys,"Persistence: The dropper executable file in the Russian attack hides the encrypted Bisonal DLL file and non-malicious decoy file at the end of its body. Once executed, the dropper decrypts the data blob using the RC4 cipher with the key, ""34123412"", saves them in the path shown below and executes them. The dropper then creates the following registry entry to execute the Bisonal sample when the computer reboots: HKEY_CURRENT_USER \Software\Microsoft\Windows\CurrentVersion\Run\""vert"" = ""rundll32.exe c:\windows\temp\pvcu.dll , Qszdez""","Initial Access: In early May, Unit 42 discovered an attack campaign against at least one defense company in Russia and one unidentified organization in South Korea delivering a variant of Bisonal malware. The adversary behind these attacks lured the targets into launching the Microsoft Windows executable malware by masquerading it as a PDF file (using a fake PDF icon) and reusing publicly available data for the decoy PDF file's contents. The spear-phishing email sent to the target organization was spoofed to look like it was sent from Rostec, a Russian state corporation. The email included project details aimed at improving the housing conditions of defense industry workers. The malicious executable attachment, once opened, dropped the main payload on the victim machine and displayed a decoy file to the victim, which matched an article published on Rostec's website on January 30, 2018.
Defense Evasion: The Bisonal malware in the Russian attack used a different cipher for C2 communication than other publicly documented samples. It employs the RC4 cipher with the key ""78563412"" for encrypting C2 address strings. The malware variant communicates with one of the following hard-coded C2 addresses by using the HTTP POST method on TCP port 443: kted56erhg.dynssl[.]com and euiro8966.organiccrap[.]com, both resolving to the same IP address, 116.193.155[.]38. The initial HTTP POST request to the C2 server contains static strings ""ks8d"" and ""akspbu.txt"", and the IP address of the compromised machine. The User Agent request header is incomplete, which can be a good indicator in network logs for a possible Bisonal infection.
Command and Control: The Bisonal variant used in the latest attack communicates with C2 addresses using the HTTP POST method. When this Bisonal variant communicates with its C2, the malware sends an HTTP POST request with static strings and the IP address of the compromised machine. The malware sends hardcoded DWORD values (0x10000 and 0x3E7) just for the initial connection and receives updated values from the C2 and uses them for further communication. All communications between this Bisonal variant and C2 are encrypted by the RC4 cipher with the static key ""78563412"". The backdoor always sends identical eight bytes of data (81b2a8977ea31b91) to the C2 first. The C2 replies with a session id number and backdoor command, which is consistent throughout the C2 communication. The malware then processes the given command on the compromised system and sends the result back to C2 with the session id number and the backdoor command number. The C2 replies with that same session id number. The backdoor waits five seconds and restarts communication with the C2 with the same session id number.",T1547-Boot or Logon Autostart Execution,bisonal-malware-used-attacks-russia-south-korea,"T1547-Boot or Logon Autostart Execution, T1098.004-SSH Authorized Keys, T1071-Application Layer Protocol, T1102.002-Bidirectional Communication"
1656,310,310-Initial Access-T1566-Phishing,Which ATT&CK technique most likely occurred after victims were redirected to compromised websites where scripts or HTML smuggling techniques were employed for malware delivery?,T1567.003-Exfiltration to Text Storage Sites,T1566-Phishing,T1033-System Owner/User Discovery,T1566.002-Spearphishing Link,Initial Access: BlueBravo has been delivering malware through compromised and actor-controlled domains using spearphishing emails with malicious links. Victims are redirected to compromised websites that employ scripts or HTML smuggling techniques to load malware onto their computers.,"Resource Development: The BlueBravo group, associated with Russian APT29 and Midnight Blizzard, has been observed using compromised infrastructure and employing known malware families. They have also periodically used third-party services for command-and-control (C2) and reused general themes for lures. BlueBravo has been known to misuse legitimate internet services (LIS) such as Trello, Firebase, and Dropbox to evade detection.
Execution: BlueBravo's malware, such as GraphicalNeutrino and GraphicalProton, acts as loaders with basic C2 functionality and implements anti-analysis techniques including API unhooking, dynamically resolving APIs, string encryption, and sandbox evasion.
Persistence: BlueBravo establishes persistence by copying the contents of malicious ISO files to a directory and creating registry run keys to execute the malware during system startup.
Defense Evasion: BlueBravo employs various defense evasion techniques, including obfuscating files or information through HTML smuggling, dynamic API resolution, masquerading, and hijacking execution flow via DLL search order hijacking and side-loading. They also impair defenses by disabling or modifying tools.
Discovery: BlueBravo's malware gathers victim system information, including username, computer name, Windows version, network connections, and a list of running processes.
Command and Control: BlueBravo's malware uses HTTPS protocol for C2 communication, which is encrypted using RC4 encryption and then Base64-encoded. They also use web services like Microsoft OneDrive and potentially DropBox for bidirectional communication.
Others: BlueBravo's activity suggests a focus on cyber-espionage against government sector entities in Europe, likely driven by the Russian government's need for strategic data during the war in Ukraine. The group's tactics, techniques, and procedures (TTPs) are adaptive, with recent approaches including legitimate website compromise for malware delivery and the use of PHP code for delivery. Defenders are advised to detect, block, and hunt for indicators and behaviors associated with BlueBravo.",T1566-Phishing,APT29 Adapts to Target Diplomatic Entities with GraphicalProton Malware,"T1566-Phishing, T1566.002-Spearphishing Link, T1033-System Owner/User Discovery, T1567.003-Exfiltration to Text Storage Sites"
2554,49,49-Initial Access-T1566-Phishing,"After the Octopus malware launcher initiated execution by checking for TelegramApi.dll and copying the network module to the startup directory as Java.exe, which ATT&CK technique most likely preceded this step when the victim received and interacted with a malicious file masquerading as legitimate software?",T1566-Phishing,T1071-Application Layer Protocol,T1027-Obfuscated Files or Information,T1566.002-Spearphishing Link,"Initial Access: In April 2018, a new Octopus sample was discovered, masquerading as communication software for a Kazakh opposition political group. The malware, named Octopus, was packed in a ZIP file called dvkmailer.zip, with a timestamp indicating it was created between February and March 2018. The ZIP file contained a fake Telegram Messenger with a Russian interface, designed to exploit the potential Telegram ban in Kazakhstan. The dropper, which pretends to be legitimate software, was found to use third-party Delphi libraries for JSON-based C2 communications and TurboPower Abbrevia for compression. The malware achieves persistence through the system registry, and the server side utilizes commercial hosting with .php scripts deployed. The distribution method of the malware is unclear, but it likely involves social engineering, as the actor previously used spear phishing.","Execution: Upon execution, the Octopus launcher checks for the presence of a file named TelegramApi.dll in the same directory. If found, it copies the network module to the startup directory as Java.exe and runs it. The launcher, which is a Delphi Visual Component Library (VCL) program, has only three programmer-defined handlers for controlling elements, with no handler for the 'Send mailing' button, suggesting the malware may be unfinished or created in haste without communication features.
Persistence: The Octopus malware achieves persistence by copying the network module to the startup directory and running it as Java.exe. This is done through the FormCreate() function of the launcher before any user interaction.
Credential Access: The Octopus developers utilized the password dumping utility fgdump as part of their operations.
Discovery: The network module of Octopus gathers JSON-formatted system data, including disk name and size, computer and user name, Windows directory, host IP, and more. It uses the Windows Management Instrumentation mechanism to fingerprint the victim by running WMIC.exe with specific arguments to collect system information, which is then hashed using MD5 to create a unique victim ID.
Command and Control: The Octopus network module communicates with C2 servers using JSON-formatted data and the HTTP protocol. It consists of hardcoded IP addresses of commercial web-hosting services and deploys first-stage .php scripts to check connections and obtain the actual C2 server domain name. The malware receives commands from the C2 server, including uploading/downloading files and taking screenshots.
Others: The CTI report by GReAT from Kaspersky Lab details the activities of a Russian-language cyberespionage actor named DustSquad, which has been targeting Central Asian users and diplomatic entities since 2014. The actor's malware, Octopus, is related to DustSquad and uses Delphi as the programming language. The report includes technical details of the malware, its infrastructure, and indicators of compromise, including file hashes, domains, IPs, and auxiliary URLs for file upload/download. The report also mentions other threat actors such as IndigoZebra and Sofacy (with Zebrocy malware) targeting the region. The interest in Central Asia by threat actors is noted to be high, with DustSquad being a relatively new local player.",T1566-Phishing,Russian-language actor exploits hype over Telegram ban in Central Asia,"T1566-Phishing, T1566.002-Spearphishing Link, T1071-Application Layer Protocol, T1027-Obfuscated Files or Information"
1392,279,279-Initial Access-T1566-Phishing,Which ATT&CK technique most likely occurred after the SBDH malware gained initial access by disguising executable attachments with legitimate-looking icons in phishing emails?,T1137-Office Application Startup,T1059.001-PowerShell,T1566-Phishing,T1078.004-Cloud Accounts,"Initial Access: The SBDH toolkit, identified by ESET, was distributed via phishing emails with executable attachments that had double extensions, relying on Windows' default behavior of hiding extensions. The executables used legitimate-looking icons of Microsoft applications or Word documents to increase the likelihood of execution by the recipient.","Execution: Upon execution, the SBDH malware contacts a remote server to download two main components: a backdoor and a data stealer. These components allow the attacker to gain full remote control of the compromised computer and implement advanced data exfiltration methods.
Persistence: The SBDH malware employs a unique persistence technique by replacing the handler for Word documents, ensuring that the malware is executed whenever a Word document is opened or edited on the infected system.
Defense Evasion: To avoid detection, the SBDH malware uses various communication methods with its command and control (C&C) server, including HTTP and SMTP protocols, and injecting emails into Microsoft Outlook Express. It also camouflages communications with the C&C server using fake image files (.JPG, .GIF) to carry data. In case of C&C server unavailability, a backup solution involves a hard-coded URL pointing to a fake image that contains the address of an alternative C&C server.
Collection: The SBDH malware includes powerful filters that allow the operator to specify in detail which data should be exfiltrated, based on conditions such as file extension, creation date, and file size. These filters can be modified via the malware configuration files.
Command and Control: The SBDH malware relies on network communication with its C&C server, using multiple methods for connection. It first attempts to use the HTTP protocol, then SMTP protocol via a free external gateway, and as a last resort, it communicates by injecting specially crafted emails into Microsoft Outlook Express. Incoming communications are searched in the victim's inbox for emails with a specific subject, which are then parsed for malware commands and have their subjects changed to prevent further examination by the malware.
Others: The SBDH toolkit was presented at the Copenhagen Cybercrime Conference 2016 by ESET researchers Tomáš Gardoň and Robert Lipovský. The toolkit targets governmental and public institutions in Central and Eastern Europe, focusing on economic growth and cooperation. The name 'SBDH' was found in the compilation paths of its downloader, and the string 'B64SBDH' acts as a trigger to download its remaining components from a remote server. The toolkit's techniques are similar to those used in Operation Buhtrap, demonstrating that advanced threats are still spread via simple vectors like malicious email attachments. Properly trained staff and multi-layered security solutions can mitigate such risks.",T1566-Phishing,espionage-toolkit-targeting-central-eastern-europe-uncovered,"T1566-Phishing, T1078.004-Cloud Accounts, T1137-Office Application Startup, T1059.001-PowerShell"
1211,252,252-Execution-T1204-User Execution,"After compromising websites with malicious JavaScript to fingerprint visitors and potentially deliver second-stage scripts, which ATT&CK technique most likely occurred when Turla used a fake Adobe Flash update to trick users into installing malware?",T1082-System Information Discovery,T1053.003-Cron,T1055-Process Injection,T1204-User Execution,"Execution: The watering hole operation by Turla involved a social engineering trick with a fake Adobe Flash update warning to induce users to download and install malware. The fake installer, once executed, would install both a Turla malware variant and a legitimate Adobe Flash program, leading users to believe the update was legitimate.","Initial Access: ESET researchers discovered a watering hole operation targeting Armenian websites, using a fake Adobe Flash update lure to deliver malware dubbed NetFlash and PyFlash. The operation is attributed to Turla, an espionage group targeting governmental and military organizations. Compromised websites include armconsul[.]ru, mnp.nkr[.]am, aiisa[.]am, and adgf[.]am, with some belonging to the Armenian government. The campaign involved inserting malicious JavaScript into these websites, such as appending obfuscated code to jquery-migrate.min.js on mnp.nkr[.]am. The malicious code would load external JavaScript from skategirlchina[.]com/wp-includes/data_from_db_top.php, which fingerprints the visitor's browser and potentially delivers a second-stage malicious JavaScript. The campaign ceased delivering malicious scripts by the end of November 2019.
Persistence: The NetFlash and PyFlash malware variants used by Turla establish persistence using Windows scheduled tasks. NetFlash downloads its second stage malware from a hardcoded URL and sets up a scheduled task for the new backdoor, while PyFlash persists by modifying the Windows task that regularly launches the malware.
Discovery: The PyFlash backdoor executes various OS-related commands such as systeminfo, tasklist, ipconfig, getmac, and arp to gather information about the machine and sends it to the C&C server.
Command and Control: PyFlash communicates with its hardcoded C&C server via HTTP, using AES-128 in CBC mode to encrypt all network communications. NetFlash uses port 80 for communication, while PyFlash uses port 8,000, and another NetFlash sample uses port 15,363.
Exfiltration: The output of PyFlash surveillance and C&C commands are exfiltrated using the C&C protocol.
Others: The Turla group has been active for over ten years, with previous campaigns including Mosquito and LightNeuron. The recent operation shares similarities with past Turla campaigns, particularly one uncovered in 2017. The JavaScript used in the current campaign is almost identical to that of the 2017 campaign, but with different targets and payloads. The operation relies on a well-known social engineering trick and has shifted payloads, likely to evade detection. The new payload, NetFlash, installs a backdoor called PyFlash, developed in Python. ESET will continue monitoring Turla activities and publish relevant information on their blog. Indicators of Compromise (IoCs) include compromised websites and C&C servers such as skategirlchina[.]com and various IP addresses. Samples of the malware with SHA-1 hashes and timestamps are also provided.",T1204-User Execution,Tracking Turla_ New backdoor delivered via Armenian watering holes _ WeLiveSecurity,"T1204-User Execution, T1053.003-Cron, T1082-System Information Discovery, T1055-Process Injection"
2343,389,389-Persistence-T1053-Scheduled Task/Job,"After executing the VBA macro using 'mshta.exe' to download the dropper VBScript from a Blogspot URL, which ATT&CK technique most likely occurred to ensure continuous execution of malicious code every two hours?",T1565-Data Manipulation,T1566-Phishing,T1505.005-Terminal Services DLL,T1053-Scheduled Task/Job,"Persistence: The malware established persistence by creating a scheduled task to run the 'mshta.exe' utility with the URL 'hxxps://pocasideiascdt.blogspot[.]com/' every two hours, ensuring continuous execution of the malicious code.","Initial Access: The Cybaze-Yoroi ZLab researchers discovered a malware campaign targeting the Italian automotive sector, delivered via a phishing email impersonating a senior partner of the Brazilian law firm 'Veirano Advogados'. The email contained a PowerPoint add-in document with a '.ppa' extension, which included an auto-open VBA macro designed to execute further malicious activities.
Execution: The VBA macro within the '.ppa' file used the 'mshta.exe' tool to download and execute a dropper from a Blogspot URL. The downloaded web page, while appearing benign, concealed VBScript code in an invisible blog post. This script was falsely attributed to 'Microsoft Corp.' and was responsible for executing a series of malicious actions, including storing a base64 encoded version of the 'RevengeRAT' payload in the registry, decoding and executing the payload, and creating and executing another VBScript to download a new payload from 'hxxp://cdtmaster.com[.]br'.
Command and Control: The 'RevengeRAT' payload, once executed, established communication with its command and control servers, sending victim machine information to two different C2 destinations: 'office365update[.]duckdns.org' and 'systen32.ddns[.]net'. If one server was down, the malware would fall back to the other. Both C2 servers were unresponsive at the time of writing, but their IP resolutions suggested that the attacker's infrastructure could be located in Canada and Brazil.
Others: The 'Document.exe' file, characterized by a Pokemon Megaball image as its icon, was hosted at 'cdtmaster.com[.]br' and downloaded by the 'Z3j.vbs' script. Its sole purpose was to deploy and run the 'Outlook.exe' payload. The 'Outlook.exe' payload, when executed, did not show any immediate signs of activity but opened a listening TCP socket on localhost. The researchers were still analyzing the 'Outlook.exe' sample to determine its true behavior. The attack could not be attributed to a specific threat actor, but there were common TTPs with previous reports, such as the use of shared infrastructure as a drop-server and the use of popular RATs as backdoors. The domain 'cdtmaster.com[.]br' also hosted other suspicious files, including a variant of 'njRAT'. The indicators of compromise included various URLs and IP addresses associated with the campaign, as well as a registry key used for persistence. Yara rules were provided for detection of related malware samples.",T1053-Scheduled Task/Job,The Enigmatic Roma225 Campaign,"T1053-Scheduled Task/Job, T1505.005-Terminal Services DLL, T1566-Phishing, T1565-Data Manipulation"
1650,31,31-Persistence-T1136-Create Account,"After leveraging an unpatched Internet Explorer 8 vulnerability to gain a foothold into victim networks, which ATT&CK technique most likely occurred as the attackers began securing alternative means of access to maintain control over the compromised systems?",T1657-Financial Theft,T1053.005-Scheduled Task,T1136-Create Account,T1598-Phishing for Information,Persistence: February 2014: The group began locating and securing alternative means of persistence on victim systems.,"Reconnaissance: July to August 2011: The attack group attempted to gather user credentials for Yahoo, Windows Live, and other accounts through several different phishing domains. February 2015: A second-stage implant delivered by a variant of the S-Type backdoor shortly following its initial reconnaissance compromised the investment arm of a major Japanese Automaker.
Initial Access: July to August 2011: Attacks leveraged an unpatched Internet Explorer 8 vulnerability to gain a foothold into victim networks. February 2014: A watering hole attack on a popular software reseller delivered an Internet Explorer zero-day to a number of unsuspecting targets.
Credential Access: July to August 2011: The attack group attempted to gather user credentials for Yahoo, Windows Live, and other accounts through several different phishing domains.
Command and Control: May 2015: Attack group adopts and customizes several Android backdoors to suit their purposes and uses a massive infrastructure compared to previous attacks. Initial backdoors are relatively simple, but continually forward all SMS messages and call information back to their C2 servers. All identified victims reside in Japan or South Korea. 2015: A number of second-stage backdoors with hardcoded proxy addresses and credentials compromise a number of Japanese companies involved in power generation, oil and natural gas, construction, finance, and transportation.
Others: March to August 2013: Attack activity greatly subsides, although several new domains that will be used later are registered. Early operations are extremely blunt, relatively unsophisticated, and readily picked up by the security industry. October 2011: Attack group attempts to take advantage of the ongoing Libyan crisis by phishing the news cycle regarding Muammar Gaddafi's death, targeting US defense targets. June 2012: Attack campaign leverages previously used flash exploit and Internet Explorer zero-day. July & October 2015: Two new waves of attacks are launched, targeting multiple Japanese companies including a Japanese subsidiary of a South Korean electric utility and a major Japanese oil and gas company. The most likely goals are reconnaissance and long-term espionage. 2016: SPEAR believes that attacks of this nature into companies involved in Japanese critical infrastructure and resources are ongoing and likely to continue to escalate in the future.",T1136-Create Account,Dust_Storm_Infographic_v4,"T1136-Create Account, T1053.005-Scheduled Task, T1598-Phishing for Information, T1657-Financial Theft"
